WiscID,Name,County,MinYr,MaxYr,NumOb,NumYr,source,LakeType,WIBIC,lagoslakeid,lat,long
374,Big Carr Lake,Oneida,1940,1984,6,4,DNR Historical Data,seepage,971600,3728,45.79092184,-89.62946191
375,Bird Lake,Oneida,1970,1984,5,5,DNR Historical Data,seepage,972000,4528,45.79775099,-89.6664863
376,Bobcat Lake,Oneida,1978,1981,3,3,DNR Historical Data,seepage,972500,57804,45.85026465,-89.75737623
377,Bullhead Lake,Oneida,1978,1981,3,3,DNR Historical Data,seepage,974700,3687,45.8843055,-89.71408273
378,Chickaree Lake,Vilas,1973,1984,4,4,DNR Historical Data,seepage,976800,3571,45.90628476,-89.35819389
379,Clear Lake,Oneida,1940,1984,8,7,DNR Historical Data,seepage,977500,4570,45.87031738,-89.62480011
380,Crescent Lake,Oneida,1973,1981,4,3,DNR Historical Data,seepage,978500,3918,45.89450149,-89.75555529
381,Crystal Lake,Dane,1967,1997,16,11,DNR Historical Data,seepage,978900,3959,43.29040412,-89.62304764
382,Crystal Lake,Columbia,1983,1985,3,3,DNR Historical Data,seepage,979000,1282,43.53104822,-89.25400573
383,Crystal Lake,Lincoln,1939,1981,7,6,DNR Historical Data,seepage,979100,4296,45.54195299,-89.7066446
384,Devils Lake,Sauk,1922,2015,13328,92,USGS,seepage,980900,4504,43.42638889,-89.7277778
385,Devils Lake,Sauk,1975,1985,3,3,DNR Historical Data,seepage,980900,4504,43.41736213,-89.73163207
386,Duck Lake,Langlade,1940,1981,7,5,DNR Historical Data,seepage,981500,1151,45.38072111,-89.24739846
387,Duck Lake - Staff Gage,Langlade,2015,2015,11,1,SWIMS,seepage,981500,1151,45.384106,-89.24992
388,Witches Lake,Vilas,1972,1981,2,2,DNR Historical Data,seepage,982500,3557,45.97856319,-89.59001876
389,Elna Lake,Oneida,1970,1981,3,3,DNR Historical Data,seepage,983300,16949,45.69317805,-89.56853735
391,Fetke Lake,Oneida,1973,1981,4,4,DNR Historical Data,seepage,984400,62937,45.68933519,-89.47017582
392,Finley Lake,Vilas,1929,1984,4,4,DNR Historical Data,seepage,984800,772,45.91046069,-89.4182174
393,Fish Lake (Hancock),Waushara,1971,2015,129,27,USGS,seepage,985000,1538,44.1188627,-89.477621
394,Fish Lake,Dane,1966,2003,3220,35,USGS,seepage,985100,2746,43.28387815,-89.6542885
395,Fish Lake,Dane,1975,1993,8,8,DNR Historical Data,seepage,985100,2746,43.28754854,-89.65221783
396,Hemlock Lake,Oneida,1970,1981,3,3,DNR Historical Data,seepage,989200,91050,45.87658969,-89.65107952
397,Hodstradt Lake,Oneida,1970,1981,3,3,DNR Historical Data,seepage,990700,4358,45.80732083,-89.56353808
398,Honeysuckle Lake,Vilas,1987,1989,731,3,USGS,seepage,991000,3843,45.9618971,-89.3620816
399,Hunter Lake,Vilas,1973,1984,4,4,DNR Historical Data,seepage,991700,5430,46.00354657,-89.32210604
400,Indian Lake,Langlade,1974,1981,3,3,DNR Historical Data,seepage,991900,NA,45.32388699,-89.21293801
401,Kimball Lake,Langlade,1974,1981,4,3,DNR Historical Data,seepage,993800,59875,45.28971339,-89.16168608
402,Buteau Lake,Lincoln,1972,1981,3,3,DNR Historical Data,seepage,994400,5045,45.4394513,-89.47572802
403,Lake Clara,Lincoln,1980,1986,2175,7,USGS,seepage,994700,70336911,45.51662728,-89.5751328
404,Geroge Lake,Columbia,1970,1994,7,6,DNR Historical Data,seepage,994800,5253,43.52221917,-89.38100997
405,Lake Huron,Waushara,1973,2015,1329,23,USGS,seepage,994900,4269,44.19563889,-89.4174722
406,Huron Lake,Waushara,1973,2015,21,20,Waushara,seepage,994900,4269,44.19343292,-89.41796271
407,Laura Lake,Vilas,1974,1984,4,4,DNR Historical Data,seepage,995200,3255,46.05704884,-89.43813932
408,Lawrence Lake,Langlade,1967,1981,3,3,DNR Historical Data,seepage,997300,4488,45.25956099,-88.98283809
409,Little Bass Lake,Marathon,1978,1981,2,2,DNR Historical Data,seepage,998100,54765,44.72466829,-89.44304927
410,Little Frog Lake,Marathon,1981,1995,2,2,DNR Historical Data,seepage,999200,935,44.76218296,-89.36911359
415,Long Lake,Langlade,1978,1981,3,3,DNR Historical Data,seepage,1000900,535,45.29851931,-89.20491337
416,Long Lake,Lincoln,1974,1998,8,4,DNR Historical Data,seepage,1001000,3860,45.4298374,-89.47729304
417,Lucy Lake,Vilas,1970,1981,2,2,DNR Historical Data,seepage,1002600,116740,45.90262437,-89.83980362
418,McDonald Lake,Vilas,1929,1984,6,6,DNR Historical Data,seepage,1003700,1150,45.90561919,-89.39828044
419,Mildred Lake,Oneida,1940,1981,3,3,DNR Historical Data,seepage,1004600,4177,45.67551707,-89.53088879
420,Mission Lake,Marathon,1970,1981,5,5,DNR Historical Data,seepage,1005400,4832,44.77767329,-89.35238355
421,Moccasin Lake,Langlade,1978,1981,3,3,DNR Historical Data,seepage,1005600,119907,45.44585828,-89.26998794
422,Moon Lake,Vilas,1992,1996,23,5,USGS,seepage,1005800,4923,45.91773035,-89.434861
423,North Neva Lake,Langlade,1977,1981,3,3,DNR Historical Data,seepage,1007200,1542,45.27226816,-89.10046181
424,North Two Lakes,Oneida,1967,1973,3,3,DNR Historical Data,seepage,1007500,4452,45.78557694,-89.60653812
425,Paradise Lake,Oneida,1973,1981,3,3,DNR Historical Data,seepage,1009400,1496,45.86146882,-89.43039738
426,Patterson Lake,Vilas,1970,1981,2,2,DNR Historical Data,seepage,1009800,131480,45.89944863,-89.86346693
427,Pence Lake,Langlade,1974,1981,3,3,DNR Historical Data,seepage,1010100,5132,45.30806392,-89.06180816
428,Pine Lake (Hancock),Waushara,1973,2015,27,26,Waushara,seepage,1012000,4735,44.13008866,-89.50988124
429,Pine Lake (Hancock),Lincoln,1967,1973,3,3,DNR Historical Data,seepage,1012100,4487,45.50068193,-89.43795782
430,Plainfield Lake,Waushara,1978,1979,12,2,USGS,seepage,1012500,41200,44.20552876,-89.4717865
431,Razorback Lake,Vilas,1967,1981,3,3,DNR Historical Data,seepage,1013800,4446,46.01932907,-89.51993905
432,South Blue Lake,Oneida,1969,1984,4,4,DNR Historical Data,seepage,1015100,1585,45.75816627,-89.70271015
433,South Neva Lake - Staff Gage,Langlade,2015,2015,13,1,SWIMS,seepage,1015200,1844,45.26814,-89.10267
434,South Two Lakes,Oneida,1967,1973,3,3,DNR Historical Data,seepage,1015500,4856,45.7767029,-89.61366941
435,Snipe Lake,Vilas,1969,1984,4,4,DNR Historical Data,seepage,1018500,5502,45.93961272,-89.36540027
436,Soo Lake,Oneida,1974,1989,4,4,DNR Historical Data,seepage,1018900,1493,45.65354056,-89.54229
437,Squash Lake,Oneida,1973,1981,2,2,DNR Historical Data,seepage,1019500,4978,45.59675451,-89.5489099
438,Squash Lake,Oneida,1968,1981,4,4,DNR Historical Data,seepage,1019600,3129,45.86917574,-89.17571238
439,Stormy Lake,Vilas,1940,1987,7,7,DNR Historical Data,seepage,1020300,5548,46.05528874,-89.32177306
440,Sunday Lake,Oneida,1972,1981,4,4,DNR Historical Data,seepage,1020600,1199,45.88887204,-89.854244
441,Towanda Lake,Vilas,1973,1982,5,5,DNR Historical Data,seepage,1022900,5282,45.93855367,-89.70771713
442,Townline Lake,Oneida,1973,1989,7,5,DNR Historical Data,seepage,1023100,2480,45.64632587,-89.46348516
443,Trilby Lake,Vilas,1970,1982,3,3,DNR Historical Data,seepage,1023300,4739,45.95676375,-89.69166814
444,Vandercook Lake,Vilas,1980,1998,5698,19,USGS,seepage,1176400,3901,45.9857843,-89.6823713
445,Virgin Lake,Oneida,1972,1981,4,3,DNR Historical Data,seepage,1176700,76369,45.57860476,-89.65081099
446,Washburn Lake,Oneida,1940,1984,7,6,DNR Historical Data,seepage,1178000,2688,45.61656274,-89.55925798
447,Wind Pudding Lake,Oneida,1973,1989,2,2,DNR Historical Data,seepage,1178900,2374,45.75895462,-89.65026468
448,Windowpane Lake,Oneida,1972,1981,4,4,DNR Historical Data,seepage,1179000,5201,45.85059388,-89.79872376
452,Big Bass Lake,Marathon,1967,1981,4,4,DNR Historical Data,seepage,1405200,4346,44.72293424,-89.43389976
454,Lost Lake,Marathon,1977,1981,3,3,DNR Historical Data,seepage,1407000,104351,44.84997164,-89.34162997
456,James Lake,Taylor,1967,1981,3,3,DNR Historical Data,seepage,1468900,5225,45.35505116,-90.22717576
458,Pesobic Lake,Lincoln,1967,1981,4,4,DNR Historical Data,seepage,1481600,5207,45.21279181,-89.68030639
459,Spring Lake,Lincoln,1978,1979,24,2,USGS,seepage,1483700,122022,45.2594096,-89.6140139
460,Copper Lake,Lincoln,1977,1981,3,3,DNR Historical Data,seepage,1487800,4840,45.32507765,-89.61378986
461,Echo Lake,Lincoln,1976,1981,3,3,DNR Historical Data,seepage,1488400,4087,45.35280843,-89.47263061
475,Blue Lake,Oneida,1972,1981,3,3,DNR Historical Data,seepage,1538600,4865,45.8392523,-89.75804553
478,Little Spider Lake,Vilas,1973,1982,5,5,DNR Historical Data,seepage,1540400,5141,45.97115597,-89.70842504
485,Pickerel Lake,Lincoln,1977,1981,3,3,DNR Historical Data,seepage,1558400,1812,45.43170916,-89.50197639
492,Spider Lake,Oneida,1967,1981,6,6,DNR Historical Data,seepage,1586600,4796,45.76074429,-89.44255567
495,Hasbrook Lake,Oneida,1968,1984,6,6,DNR Historical Data,seepage,1589100,3834,45.83749998,-89.58248188
515,Big Portage Lake,Vilas,1967,1981,3,3,DNR Historical Data,seepage,1629500,5394,46.12561039,-89.28493009
516,Black Oak Lake,Vilas,1940,1982,5,5,DNR Historical Data,seepage,1630100,5558,46.16301405,-89.316129
518,Sugar Maple Lake,Vilas,1967,1981,4,4,DNR Historical Data,seepage,1632200,66102,46.10272009,-89.07678972
521,"WAZEE LAKE AT DEEP HOLE NEAR BLACK RIVER FALLS, WI",Jackson,2002,2003,7,2,USGS,seepage,1670030,230,44.2861111,-90.7144444
524,Sackett Lake,Taylor,1967,1984,5,5,DNR Historical Data,seepage,1764500,5299,45.21432897,-90.44673064
528,Bass Lake,Barron,1970,1981,4,4,DNR Historical Data,seepage,1832800,5202,45.29609663,-91.59958745
529,Bass Lake,Barron,1976,1981,2,2,DNR Historical Data,seepage,1832900,1721,45.30228078,-92.1279256
530,Bass Lake,Washburn,1970,1981,3,3,DNR Historical Data,seepage,1833300,5008,45.70707122,-91.64771093
531,Beaver Lake,Chippewa,1970,1979,2,2,DNR Historical Data,seepage,1834400,3904,45.1670336,-91.3698361
532,Beaver Lake,Ashland,1974,1981,3,3,DNR Historical Data,seepage,1834500,42268,46.15788745,-90.92294024
533,Big Muskellunge Lake,Vilas,1981,2015,430,35,LTER,seepage,1835300,5248,46.008472,-89.629379
534,Big Muskellunge Lake,Vilas,1972,1982,4,4,DNR Historical Data,seepage,1835300,5248,46.01738401,-89.61489839
535,Blue Gill Lake,Sawyer,1974,1983,3,3,DNR Historical Data,seepage,1835600,5124,45.94261242,-90.96793727
536,Blueberry Lake,Sawyer,1979,1991,3,2,DNR Historical Data,seepage,1835700,4830,45.88127432,-91.251158
537,Caley Lake,Rusk,1979,1981,2,2,DNR Historical Data,seepage,1838500,5366,45.39892728,-91.26321585
538,Clear Lake,Sawyer,1974,1989,5,5,DNR Historical Data,seepage,1841300,4302,46.02080815,-91.26441863
539,Crystal Lake,Vilas,1981,2015,440,35,LTER,seepage,1842400,4722,45.999642,-89.610408
540,Crystal Lake,Vilas,1973,1981,2,2,DNR Historical Data,seepage,1842400,4722,46.00174574,-89.61301969
541,Crystal Lake,Iron,1974,1981,4,4,DNR Historical Data,seepage,1842500,4291,46.16511982,-90.11139409
542,Dells Lake,Bayfield,1970,1979,4,3,DNR Historical Data,seepage,1844500,5576,46.17969513,-90.98620431
543,Fenton Lake,Washburn,1968,1981,9,8,DNR Historical Data,seepage,1848400,3714,45.66622614,-91.73911282
544,Fish Lake,Rusk,1969,1993,10,9,DNR Historical Data,seepage,1849100,4359,45.30583803,-91.50081658
545,Frog Lake,Iron,1972,1981,4,4,DNR Historical Data,seepage,1849700,124100,46.11950135,-90.01131122
546,Goose Lake,Sawyer,1974,1974,3,1,DNR Historical Data,seepage,1851200,1745,45.95219198,-91.11399549
547,Green Lake,Sawyer,1969,1974,3,3,DNR Historical Data,seepage,1851900,106402,45.74504012,-91.51759801
548,Ham Lake,Sawyer,1969,1970,2,2,DNR Historical Data,seepage,1852300,5559,45.83623594,-91.46253387
549,Haugen Lake,Washburn,1969,1989,8,7,DNR Historical Data,seepage,1853200,29600,45.64080557,-91.76571387
550,Howe Lake,Chippewa,1969,1978,84,4,USGS,seepage,1855100,5296,45.08524027,-91.3132082
551,Howe Lake,Chippewa,1969,1979,3,3,DNR Historical Data,seepage,1855100,5296,45.08860286,-91.31466832
552,Jerms Lake,Vilas,1970,1981,2,2,DNR Historical Data,seepage,1856500,4609,45.91334108,-89.87513221
553,Johnson Lake,Sawyer,1974,1989,3,3,DNR Historical Data,seepage,1856700,4273,45.91155418,-91.4296989
554,Kirby Lake,Barron,1995,1996,247,2,USGS,seepage,1858200,5078,45.59828546,-92.0726817
555,Kirby Lake,Barron,1967,1981,3,3,DNR Historical Data,seepage,1858200,5078,45.60110652,-92.06611697
556,Lake Five,Bayfield,1974,1981,3,3,DNR Historical Data,seepage,1858900,27542,46.16715119,-90.98593775
557,Helane Lake,Sawyer,1974,1981,2,2,DNR Historical Data,seepage,1859100,4299,46.12238714,-91.24012834
558,Ten Lake,Price,1969,1984,4,4,DNR Historical Data,seepage,1859400,101268,45.62219215,-90.48673484
559,Lazy Island Lake,Washburn,1968,1981,6,6,DNR Historical Data,seepage,1859900,124111,45.68983141,-91.65241338
560,Little Clam Lake,Ashland,1974,1981,4,4,DNR Historical Data,seepage,1861100,72157,46.14653191,-90.89738941
561,Little Dummy Lake,Barron,1968,1979,3,3,DNR Historical Data,seepage,1861400,4850,45.57847319,-91.98819947
562,Little Rock Lake,Vilas,1983,1996,4725,14,USGS,seepage,1862100,495,45.99606187,-89.6993166
563,Little Sand Lake,Sawyer,1976,1983,4,3,DNR Historical Data,seepage,1862200,4727,45.84741074,-91.51933301
564,Loon Lake,Chippewa,1981,1984,2,2,DNR Historical Data,seepage,1863000,16944,45.24740426,-91.46702096
565,Loon Lake,Washburn,1972,1981,4,4,DNR Historical Data,seepage,1863200,75302,45.6862596,-91.61545963
566,Lost Lake,Washburn,1968,1981,6,6,DNR Historical Data,seepage,1863400,140740,45.69847794,-91.58377262
567,Lower Devils Lake,Barron,1970,1987,4,4,DNR Historical Data,seepage,1864000,4791,45.62627045,-91.76109671
568,Loyhead Lake,Washburn,1970,1981,7,6,DNR Historical Data,seepage,1864200,5234,45.76942675,-91.56019295
569,McLaren Lake,Ashland,1974,1981,4,4,DNR Historical Data,seepage,1865200,124102,46.14094131,-90.92124387
570,Monday Lake,Washburn,1968,1981,6,6,DNR Historical Data,seepage,1867300,91033,45.64968806,-91.77864301
571,Newman Lake,Price,1983,1984,2,2,DNR Historical Data,seepage,1870200,5513,45.96443366,-90.15745812
572,Nice Lake,Washburn,1969,1981,8,7,DNR Historical Data,seepage,1870300,101259,45.69213377,-91.60031174
573,Nick Lake,Washburn,1970,1981,4,3,DNR Historical Data,seepage,1870500,4400,45.72158961,-91.60086798
574,Patterson Lake,Price,1974,1984,6,6,DNR Historical Data,seepage,1872500,4629,45.97273416,-90.17240911
575,Payment Lake,Iron,1974,1981,3,3,DNR Historical Data,seepage,1872700,72173,46.18917356,-90.00895139
576,Perch Lake,Sawyer,1968,1977,5,5,DNR Historical Data,seepage,1873600,4470,45.90108412,-90.95367378
577,Peufald Lake,Washburn,1974,1981,3,3,DNR Historical Data,seepage,1873900,97186,45.73630708,-91.5820416
578,Plummer Lake,Vilas,1970,1981,3,3,DNR Historical Data,seepage,1875100,1818,45.96932904,-89.77572483
579,Pulaski Lake,Rusk,1979,1984,3,3,DNR Historical Data,seepage,1875900,5475,45.33672324,-91.28045407
580,Rosalind Lake,Vilas,2012,2015,57,4,SWIMS,seepage,1877900,3165,46.18,-89.78
581,Rusk Lake,Rusk,1974,1984,4,4,DNR Historical Data,seepage,1878800,5478,45.34174181,-91.47358569
582,South Shattuck Lake,Chippewa,1981,1984,2,2,DNR Historical Data,seepage,1879300,2508,45.2175474,-91.41568387
583,Silver Lake,Barron,1967,2015,107,17,DNR Historical Data,seepage,1881100,5367,45.58379766,-91.92121488
584,Sparkling Lake,Vilas,1984,2015,409,32,LTER,seepage,1881900,906,46.006239,-89.695876
585,Spider Lake,Washburn,1967,1981,9,8,DNR Historical Data,seepage,1882100,5003,45.72369516,-91.5768428
586,Spring Lake,Washburn,1968,1981,9,8,DNR Historical Data,seepage,1882900,3549,45.82703692,-91.55815968
587,Stone Lake,Washburn,1969,1989,11,10,DNR Historical Data,seepage,1884100,4960,45.84341969,-91.55627052
588,Street Lake,Vilas,1970,1981,3,3,DNR Historical Data,seepage,1884200,4536,46.09599702,-89.70354479
589,Sylvan Lake,Barron,1970,1984,4,4,DNR Historical Data,seepage,1884800,5272,45.60942735,-91.95194915
590,Two Island Lake -- Access at East Side Of Lake Nr 146th And 145th St,Chippewa,2015,2015,15,1,SWIMS,seepage,1887500,874,45.235775,-91.392746
591,Trout Bog,Vilas,1984,2015,448,32,LTER,seepage,2014700,120948,46.040778,-89.685547
592,"MAX LAKE NEAR WOODRUFF, WI",Vilas,1988,1996,1245,9,USGS,seepage,2015500,2087,46.0243949,-89.7098732
593,Crystal Bog,Vilas,1984,2015,434,32,LTER,seepage,2017500,NA,46.007941,-89.606314
594,Upper Twin Lake,Chippewa,1977,1978,50,2,USGS,seepage,2043700,16933,45.0921848,-91.3087636
595,Windfall Lake,Sawyer,1969,1991,6,6,DNR Historical Data,seepage,2046500,4943,45.66413757,-91.21098991
596,Windigo Lake,Sawyer,1970,1984,5,5,DNR Historical Data,seepage,2046600,5473,45.93070594,-91.47164234
597,Wyandock Lake,Vilas,1970,1981,2,2,DNR Historical Data,seepage,2047300,2328,45.91715665,-89.83921998
598,Lake Camelia Lake,Polk,1981,1989,5,5,DNR Historical Data,seepage,2079400,67086,45.33442363,-92.17648949
602,Bass Lake,Rusk,1979,1981,3,2,DNR Historical Data,seepage,2090900,5157,45.42584,-91.49356007
603,Axhandle Lake,Chippewa,1978,1979,33,2,USGS,seepage,2092500,4353,45.2807953,-91.4854391
604,Axehandle Lake,Chippewa,1964,1981,6,5,DNR Historical Data,seepage,2092500,4353,45.27786892,-91.48312827
605,Axhandle Lake -- Access at E Side Of Lake Off 100th St,Chippewa,2015,2015,4,1,SWIMS,seepage,2092500,4353,45.27761,-91.479385
606,Pine Lake,Chippewa,1936,1979,1639,32,USGS,seepage,2092900,3443,45.2872222,-91.4741667
607,Pine Lake,Chippewa,1978,1981,3,3,DNR Historical Data,seepage,2092900,3443,45.29243361,-91.45897797
617,Butternut Lake,Barron,1970,1984,4,4,DNR Historical Data,seepage,2105800,50514,45.63053609,-91.90452683
629,Round Lake,Chippewa,1949,1984,6,6,DNR Historical Data,seepage,2169200,5400,45.25417447,-91.45089676
631,Horseshoe Lake,Taylor,1979,1984,3,3,DNR Historical Data,seepage,2195400,11839,45.2476611,-90.37273969
632,Kettle Lake,Taylor,1967,1979,3,3,DNR Historical Data,seepage,2201400,15912,45.33879067,-90.25571156
633,South Harper Lake,Taylor,1967,1991,9,8,DNR Historical Data,seepage,2204100,49467,45.36260435,-90.19377117
634,Timms Lake,Price,1969,1984,4,4,DNR Historical Data,seepage,2206300,4529,45.45394194,-90.19351715
643,Twin Lake,Price,1981,1984,3,3,DNR Historical Data,seepage,2264200,5011,45.95620325,-90.07377203
645,Muskie Lake,Iron,1974,1984,3,3,DNR Historical Data,seepage,2266800,122006,46.02141881,-90.10682483
652,Bass Lake,Price,1974,1981,3,3,DNR Historical Data,seepage,2282200,4768,45.81644888,-90.6544248
653,Butternut Lake,Price,2002,2004,713,3,USGS,seepage,2283300,5110,45.9816207,-90.5176676
658,McDermott Lake,Iron,1972,1984,4,4,DNR Historical Data,seepage,2296500,4641,46.00300245,-90.16082404
660,Boot Lake,Iron,1979,1984,3,3,DNR Historical Data,seepage,2297800,4575,46.03912322,-90.14093
668,Little Pike Lake,Iron,1974,1981,4,4,DNR Historical Data,seepage,2313100,4877,46.15457957,-90.08947201
673,Sandy Beach Lake,Iron,1973,1984,5,5,DNR Historical Data,seepage,2316100,5388,46.10615318,-89.97131819
675,Middle Sugarbush Lake,Vilas,1968,1981,2,2,DNR Historical Data,seepage,2317900,3399,46.01806341,-89.91299196
676,Little Trout Lake,Vilas,1969,1981,3,3,DNR Historical Data,seepage,2321600,4982,46.06515096,-89.85272076
677,Ike Walton Lake,Vilas,1967,1981,5,5,DNR Historical Data,seepage,2321800,5389,46.03594392,-89.80624497
694,Spruce Lake,Vilas,1976,1979,26,4,USGS,seepage,2340100,2442,46.0532839,-89.5662573
697,Sand Lake,Rusk,1978,1979,51,2,USGS,seepage,2353600,5261,45.3038522,-91.3532106
698,Four Lake,Rusk,1974,1981,3,3,DNR Historical Data,seepage,2356200,135618,45.31539319,-91.44951725
702,Devils Lake,Sawyer,1974,1979,2,2,DNR Historical Data,seepage,2387600,126176,45.83476811,-91.33452228
706,Mud Lake,Sawyer,1986,1988,2,2,DNR Historical Data,seepage,2393700,100236,45.7737759,-91.50149993
707,Little Sissabagama Lake,Sawyer,1970,1988,10,6,DNR Historical Data,seepage,2394100,5323,45.76426455,-91.52109294
710,Augustine Lake,Ashland,1969,1981,3,3,DNR Historical Data,seepage,2410400,5555,46.17932846,-90.46080824
713,White Bass Lake,Bayfield,1974,1981,3,3,DNR Historical Data,seepage,2430800,47375,46.17382269,-90.93738961
714,Reed Lake,Sawyer,1969,1981,4,4,DNR Historical Data,seepage,2433800,127293,45.97994631,-91.24606191
716,Gurno Lake,Sawyer,1967,1974,4,4,DNR Historical Data,seepage,2448000,129379,45.91129905,-91.37075339
717,Indian Lake,Sawyer,1969,1974,3,3,DNR Historical Data,seepage,2448700,5039,45.93086855,-91.33641719
718,Antler Lake,Polk,1969,1981,3,3,DNR Historical Data,seepage,2449400,5507,45.53787493,-92.42411982
719,Baker Lake,Washburn,1969,1979,4,4,DNR Historical Data,seepage,2449800,5437,45.79540203,-91.70535766
720,Bass Lake,St. Croix,1974,1984,259,10,DNR Historical Data,seepage,2450500,490,45.06712288,-92.64892184
721,Bass Lake,Burnett,1969,1981,7,7,DNR Historical Data,seepage,2450900,4963,45.7912874,-92.23429903
722,Bass Lake,Burnett,1969,1989,6,6,DNR Historical Data,seepage,2451200,4801,45.85828135,-92.30785841
723,Bass Lake,Washburn,1969,1989,7,7,DNR Historical Data,seepage,2451300,4554,45.91507216,-91.99779011
724,Bass Lake,Douglas,1974,1989,5,5,DNR Historical Data,seepage,2451700,118787,46.21575421,-91.8541031
