WBIC,WiscID,Name.x,County,lat,long,Type,mg_average,ca_average,unit
763600,311,Tichigan Lake,Racine,42.8150157,-88.2092567,drainage,35.16666667,57.5,mg
1630100,516,Black Oak Lake,Vilas ,46.16301405,-89.316129,seepage,NA,NA,mg
1000700,411,"LONG LAKE NEAR PORTAGE, WI",Columbia,43.49526065,-89.439564,drainage,NA,NA,mg
1000800,412,Long Lake (Oasis),Waushara ,44.2069057,-89.45531352,drainage,NA,NA,mg
1000800,413,Long Lake,Waushara,44.20441806,-89.4490085,drainage,NA,NA,mg
1002600,417,Lucy Lake,Vilas ,45.90262437,-89.83980362,seepage,NA,NA,mg
1005400,420,Mission Lake,Marathon ,44.77767329,-89.35238355,seepage,NA,NA,mg
1005600,421,Moccasin Lake,Langlade ,45.44585828,-89.26998794,seepage,NA,NA,mg
1007200,423,North Neva Lake,Langlade ,45.27226816,-89.10046181,seepage,NA,NA,mg
1009800,426,Patterson Lake,Vilas ,45.89944863,-89.86346693,seepage,NA,NA,mg
1012000,428,Pine Lake (Hancock),Waushara ,44.13008866,-89.50988124,seepage,NA,NA,mg
1012500,430,Plainfield Lake,Waushara,44.20552876,-89.4717865,seepage,NA,NA,mg
101300,38,Bean's Lake,Waushara ,44.13763197,-89.2906228,seepage,NA,NA,mg
1015100,432,South Blue Lake,Oneida ,45.75816627,-89.70271015,seepage,NA,NA,mg
1015200,433,South Neva Lake - Staff Gage,Langlade ,45.26814,-89.10267,seepage,NA,NA,mg
101600,39,Bing Lake,Waushara,44.0569186,-89.4881776,seepage,NA,NA,mg
1019600,438,Squash Lake,Oneida ,45.86917574,-89.17571238,seepage,NA,NA,mg
1020300,439,Stormy Lake,Vilas ,46.05528874,-89.32177306,seepage,NA,NA,mg
102100,40,Bughs Lake,Waushara ,44.06916056,-89.26226249,seepage,NA,NA,mg
102600,42,Crooked Lake,Adams ,43.77049424,-89.60758008,seepage,NA,NA,mg
102700,43,Cuff Lake,Columbia ,43.60850066,-89.3032439,seepage,NA,NA,mg
102900,44,Deer Lake,Waushara ,44.04305832,-89.21679462,seepage,NA,NA,mg
103100,45,Twin Lakes,Marquette,43.90830818,-89.5854014,seepage,NA,NA,mg
103400,46,Fenners Lake,Adams ,43.86386597,-89.59829648,seepage,NA,NA,mg
103600,47,Goose Lake,Adams ,43.79776995,-89.63667192,seepage,NA,NA,mg
103900,49,Irogami Lake,Waushara ,44.06590828,-89.23238535,seepage,NA,NA,mg
103900,48,Irogami Lake,Waushara,44.0605336,-89.2367853,seepage,NA,NA,mg
104000,50,Jordon Lake,Adams ,43.74315826,-89.64718218,seepage,NA,NA,mg
104200,52,Kilby Lake,Marquette ,43.80372058,-89.35406181,seepage,NA,NA,mg
104600,53,Lucerne Lake,Waushara ,44.02402792,-89.20872596,seepage,NA,NA,mg
104700,54,Sharon Lake,Marquette ,43.97726295,-89.38345197,seepage,NA,NA,mg
104700,55,Sharon Lake,Marquette ,43.97726295,-89.38345197,seepage,NA,NA,mg
105200,56,Little Hills Lake,Waushara ,44.04569543,-89.21047952,seepage,NA,NA,mg
105800,57,Marl Lake,Waushara ,44.10928491,-89.38854788,seepage,NA,NA,mg
105800,58,Marl Lake,Waushara ,44.10928491,-89.38854788,seepage,NA,NA,mg
106500,59,Parker Lake,Adams ,43.77535183,-89.63501796,seepage,NA,NA,mg
106600,60,Patrick Lake,Adams,43.88691889,-89.6556799,seepage,NA,NA,mg
106600,61,Patrick Lake,Adams ,43.88618932,-89.65884741,seepage,NA,NA,mg
106900,62,Pleasant Lake,Waushara ,43.98497303,-89.55201905,seepage,NA,NA,mg
107500,64,School Section Lake,Marquette ,43.95254128,-89.54801194,seepage,NA,NA,mg
107600,65,Scott Lake,Columbia ,43.56553947,-89.3217281,seepage,NA,NA,mg
107700,66,Silver Lake,Columbia,43.55277778,-89.4730278,drainage,NA,NA,mg
107900,67,Big Silver Lake,Waushara ,44.05476309,-89.23386028,seepage,NA,NA,mg
108200,68,Tuttle Lake,Marquette ,43.92930473,-89.29149706,seepage,NA,NA,mg
117400,70,Witters Lake,Waushara ,44.03343979,-89.3041395,seepage,NA,NA,mg
117500,72,Wolf Lake,Adams ,43.79553175,-89.62234606,seepage,NA,NA,mg
117600,73,Wood Lake,Marquette ,43.97845238,-89.51199123,seepage,NA,NA,mg
1176700,445,Virgin Lake,Oneida ,45.57860476,-89.65081099,seepage,NA,NA,mg
117800,74,Bay Beach Lagoons,Brown ,44.52640945,-87.97587918,drainage,NA,NA,mg
1178000,446,Washburn Lake,Oneida ,45.61656274,-89.55925798,seepage,NA,NA,mg
1178900,447,Wind Pudding Lake,Oneida ,45.75895462,-89.65026468,seepage,NA,NA,mg
1252300,449,Stewart Lake,Dane,43.02138537,-89.7409562,drainage,NA,NA,mg
1280400,450,Lake Redstone,Sauk,43.6016444,-90.1001266,drainage,NA,NA,mg
131100,75,Lake Winnebago,Winnebago,44.00970626,-88.5273365,drainage,NA,NA,mg
139300,76,DeNeveu Lake,Fond Du Lac,43.73637949,-88.3962152,drainage,NA,NA,mg
1405200,452,Big Bass Lake,Marathon ,44.72293424,-89.43389976,seepage,NA,NA,mg
1406100,453,Pike Lake,Washington,44.80888889,-89.3519444,drainage,NA,NA,mg
1407000,454,Lost Lake,Marathon ,44.84997164,-89.34162997,seepage,NA,NA,mg
146100,77,Green Lake,Green Lake,43.79888889,-89.0347222,drainage,NA,NA,mg
1468900,456,James Lake,Taylor ,45.35505116,-90.22717576,drainage,NA,NA,mg
1469100,457,Rib Lake,Taylor,45.31663289,-90.2001449,drainage,NA,NA,mg
1481600,458,Pesobic Lake,Lincoln ,45.21279181,-89.68030639,seepage,NA,NA,mg
1483700,459,Spring Lake,Lincoln,45.2594096,-89.6140139,drainage,NA,NA,mg
1487800,460,Copper Lake,Lincoln ,45.32507765,-89.61378986,seepage,NA,NA,mg
1488400,461,Echo Lake,Lincoln ,45.35280843,-89.47263061,drainage,NA,NA,mg
149000,78,Spring Lake,Waushara ,44.01115491,-89.16072991,drainage,NA,NA,mg
1513800,462,Stone Lake,Price ,45.40620026,-90.16356805,drainage,NA,NA,mg
1516800,463,Bridge Lake,Lincoln ,45.55302819,-89.68356882,drainage,NA,NA,mg
1522900,467,West Horsehead Lake,Oneida ,45.69746689,-89.62335171,drainage,NA,NA,mg
1523500,468,Little Bearskin Lake,Oneida ,45.71114622,-89.69920822,drainage,NA,NA,mg
1527800,472,Bear Lake,Oneida,45.76495546,-89.7929246,drainage,NA,NA,mg
1547700,483,Somo Lake,Lincoln ,45.51929447,-89.87122166,drainage,NA,NA,mg
1555500,484,Muskellunge Lake,Lincoln ,45.53098654,-89.68638085,drainage,NA,NA,mg
155570,79,Comstock Lake,Marquette ,43.88530723,-89.27335732,drainage,NA,NA,mg
1558400,485,Pickerel Lake,Lincoln ,45.43170916,-89.50197639,seepage,NA,NA,mg
156300,80,Curtis Lake,Waushara ,44.00374604,-89.4289594,drainage,NA,NA,mg
157300,81,Crystal Lake,Marquette ,43.97056397,-89.35874877,drainage,NA,NA,mg
1579700,491,Enterprise Lake,Langlade ,45.45477305,-89.23885375,drainage,NA,NA,mg
158600,82,Mecan Springs,Waushara,44.0510857,-89.4640107,drainage,NA,NA,mg
158700,83,Puckaway Lake,Green Lake,43.74998047,-89.1395599,drainage,NA,NA,mg
1589100,495,Hasbrook Lake,Oneida ,45.83749998,-89.58248188,seepage,NA,NA,mg
1592400,497,Plum Lake,Vilas,45.99217349,-89.5579224,drainage,NA,NA,mg
1597800,503,Echo Lake,Oneida ,45.82682178,-89.38138207,drainage,NA,NA,mg
1603600,507,Tambling Lake,Vilas ,45.93047498,-89.16386129,drainage,NA,NA,mg
160600,84,Spring Lake,Green Lake ,43.68741757,-89.16198896,drainage,NA,NA,mg
1608300,508,Upper Ninemile Lake,Vilas,45.9082902,-89.053461,drainage,NA,NA,mg
1610700,509,Big Fork Lake,Oneida ,45.829537,-89.09755935,drainage,NA,NA,mg
1615900,512,Margaret Lake,Oneida ,45.71636904,-89.10954279,drainage,NA,NA,mg
161900,85,Maria Lake,Green Lake ,43.64747634,-89.00156472,drainage,NA,NA,mg
1619700,514,Pickerel Lake,Vilas ,45.97446096,-89.3949565,drainage,NA,NA,mg
162500,86,Little Green Lake,Green Lake,43.7397042,-88.9748345,drainage,NA,NA,mg
1629500,515,Big Portage Lake,Vilas ,46.12561039,-89.28493009,seepage,NA,NA,mg
1632200,518,Sugar Maple Lake,Vilas ,46.10272009,-89.07678972,drainage,NA,NA,mg
163970,87,White Lake,Marquette ,43.81200134,-89.25400669,drainage,NA,NA,mg
1641400,519,Sidie Hollow Lake,Vernon,43.53747305,-90.9612407,drainage,NA,NA,mg
1653500,520,Neshonoc Lake,La Crosse,43.9130208,-91.0740244,drainage,NA,NA,mg
168000,89,Buffalo Lake,Marquette,43.73720085,-89.4734551,drainage,NA,NA,mg
171000,91,Ennis Lake,Marquette ,43.68848881,-89.39139163,drainage,NA,NA,mg
171000,90,Ennis Lake,Marquette,43.6883132,-89.3945644,drainage,NA,NA,mg
1736200,522,Sherwood Lake*,Clark,44.42635125,-90.3693002,drainage,NA,NA,mg
1757200,523,Diamond Lake,Taylor ,45.10826022,-90.68012494,drainage,NA,NA,mg
1764500,524,Sackett Lake,Taylor ,45.21432897,-90.44673064,drainage,NA,NA,mg
1782700,525,Bugle Lake,Trempealeau,44.35801829,-91.4198791,drainage,NA,NA,mg
179800,92,Swan Lake,Columbia ,43.54496869,-89.36488306,drainage,NA,NA,mg
181400,94,Arbutus Lake,Forest ,45.40135912,-88.86134588,seepage,NA,NA,mg
181700,95,Bass Lake,Marathon ,44.85700353,-89.31682718,seepage,NA,NA,mg
181900,97,Bear Lake,Portage,44.4338612,-89.394838,seepage,NA,NA,mg
181900,98,Bear Lake,Portage ,44.43532986,-89.39419886,seepage,NA,NA,mg
182100,100,Hills Lake,Waushara ,44.1516018,-89.16386665,seepage,NA,NA,mg
182200,102,Big Twin Lake,Langlade ,45.35493058,-88.91487374,seepage,NA,NA,mg
182300,103,Big Twin Lake,Waushara ,44.23591107,-89.14031928,seepage,NA,NA,mg
1825100,526,Strum Lake (Crystal),Trempealeau,44.5530191,-91.386269,drainage,NA,NA,mg
1832800,528,Bass Lake,Barron ,45.29609663,-91.59958745,seepage,NA,NA,mg
1832900,529,Bass Lake,Barron ,45.30228078,-92.1279256,seepage,NA,NA,mg
1833300,530,Bass Lake,Washburn ,45.70707122,-91.64771093,seepage,NA,NA,mg
1834400,531,Beaver Lake,Chippewa ,45.1670336,-91.3698361,seepage,NA,NA,mg
1834500,532,Beaver Lake,Ashland ,46.15788745,-90.92294024,seepage,NA,NA,mg
1835600,535,Blue Gill Lake,Sawyer ,45.94261242,-90.96793727,seepage,NA,NA,mg
1835700,536,Blueberry Lake,Sawyer ,45.88127432,-91.251158,seepage,NA,NA,mg
1838500,537,Caley Lake,Rusk ,45.39892728,-91.26321585,seepage,NA,NA,mg
1841300,538,Clear Lake,Sawyer ,46.02080815,-91.26441863,seepage,NA,NA,mg
184200,105,Crystal Lake,Langlade ,45.37912746,-88.92538004,seepage,NA,NA,mg
184200,106,Crystal Lake - Staff Gage,Forest ,45.381737,-88.92151,seepage,NA,NA,mg
1842500,541,Crystal Lake,Iron ,46.16511982,-90.11139409,seepage,NA,NA,mg
184300,107,Dark Lake,Langlade ,45.16651865,-88.78814107,seepage,NA,NA,mg
1844500,542,Dells Lake,Bayfield ,46.17969513,-90.98620431,seepage,NA,NA,mg
184500,108,Deep Hole Lake,Forest,45.45635329,-88.9042789,seepage,NA,NA,mg
184500,109,Deep Hole Lake,Forest ,45.46013537,-88.90404404,seepage,NA,NA,mg
1848400,543,Fenton Lake,Washburn ,45.66622614,-91.73911282,seepage,NA,NA,mg
1849100,544,Fish Lake,Rusk ,45.30583803,-91.50081658,seepage,NA,NA,mg
1849700,545,Frog Lake,Iron ,46.11950135,-90.01131122,seepage,NA,NA,mg
1851200,546,Goose Lake,Sawyer ,45.95219198,-91.11399549,seepage,NA,NA,mg
1851900,547,Green Lake,Sawyer ,45.74504012,-91.51759801,seepage,NA,NA,mg
1852300,548,Ham Lake,Sawyer ,45.83623594,-91.46253387,seepage,NA,NA,mg
185300,110,Duck Lake,Forest,45.46746428,-88.9028901,seepage,NA,NA,mg
1853200,549,Haugen Lake,Washburn ,45.64080557,-91.76571387,seepage,NA,NA,mg
1855100,550,Howe Lake,Chippewa,45.08524027,-91.3132082,seepage,NA,NA,mg
1855100,551,Howe Lake,Chippewa ,45.08860286,-91.31466832,seepage,NA,NA,mg
1856500,552,Jerms Lake,Vilas ,45.91334108,-89.87513221,seepage,NA,NA,mg
1856700,553,Johnson Lake,Sawyer ,45.91155418,-91.4296989,seepage,NA,NA,mg
1858200,554,Kirby Lake,Barron,45.59828546,-92.0726817,seepage,NA,NA,mg
1858200,555,Kirby Lake,Barron ,45.60110652,-92.06611697,seepage,NA,NA,mg
1858900,556,Lake Five,Bayfield ,46.16715119,-90.98593775,seepage,NA,NA,mg
1859100,557,Helane Lake,Sawyer ,46.12238714,-91.24012834,seepage,NA,NA,mg
1859400,558,Ten Lake,Price ,45.62219215,-90.48673484,seepage,NA,NA,mg
1859900,559,Lazy Island Lake,Washburn ,45.68983141,-91.65241338,seepage,NA,NA,mg
1861100,560,Little Clam Lake,Ashland ,46.14653191,-90.89738941,seepage,NA,NA,mg
1861400,561,Little Dummy Lake,Barron ,45.57847319,-91.98819947,seepage,NA,NA,mg
1862200,563,Little Sand Lake,Sawyer ,45.84741074,-91.51933301,seepage,NA,NA,mg
1863400,566,Lost Lake,Washburn ,45.69847794,-91.58377262,seepage,NA,NA,mg
186400,111,Gilbert Lake,Waushara ,44.21267758,-89.16930289,seepage,NA,NA,mg
1864000,567,Lower Devils Lake,Barron ,45.62627045,-91.76109671,seepage,NA,NA,mg
1864200,568,Loyhead Lake,Washburn ,45.76942675,-91.56019295,seepage,NA,NA,mg
1865200,569,McLaren Lake,Ashland ,46.14094131,-90.92124387,seepage,NA,NA,mg
1867300,570,Monday Lake,Washburn ,45.64968806,-91.77864301,seepage,NA,NA,mg
1870200,571,Newman Lake,Price ,45.96443366,-90.15745812,seepage,NA,NA,mg
1870300,572,Nice Lake,Washburn ,45.69213377,-91.60031174,seepage,NA,NA,mg
1870500,573,Nick Lake,Washburn ,45.72158961,-91.60086798,seepage,NA,NA,mg
1872500,574,Patterson Lake,Price ,45.97273416,-90.17240911,seepage,NA,NA,mg
1872700,575,Payment Lake,Iron ,46.18917356,-90.00895139,seepage,NA,NA,mg
1873600,576,Perch Lake,Sawyer ,45.90108412,-90.95367378,seepage,NA,NA,mg
1873900,577,Peufald Lake,Washburn ,45.73630708,-91.5820416,seepage,NA,NA,mg
1875900,579,Pulaski Lake,Rusk ,45.33672324,-91.28045407,seepage,NA,NA,mg
1877900,580,Rosalind Lake,Vilas,46.18,-89.78,seepage,NA,NA,mg
1878800,581,Rusk Lake,Rusk ,45.34174181,-91.47358569,seepage,NA,NA,mg
1879300,582,South Shattuck Lake,Chippewa ,45.2175474,-91.41568387,seepage,NA,NA,mg
1881100,583,Silver Lake,Barron ,45.58379766,-91.92121488,seepage,NA,NA,mg
1882100,585,Spider Lake,Washburn ,45.72369516,-91.5768428,seepage,NA,NA,mg
1882900,586,Spring Lake,Washburn ,45.82703692,-91.55815968,seepage,NA,NA,mg
1883700,1047,Statehouse Lake,Vilas,46.14694,-89.89584,seepage,NA,NA,mg
1884100,587,Stone Lake,Washburn ,45.84341969,-91.55627052,seepage,NA,NA,mg
1884800,589,Sylvan Lake,Barron ,45.60942735,-91.95194915,drainage,NA,NA,mg
1887500,590,Two Island Lake -- Access at East Side Of Lake Nr 146th And 145th St,Chippewa ,45.235775,-91.392746,seepage,NA,NA,mg
189100,113,Kating Lake,Waupaca ,44.50565099,-89.10843155,seepage,NA,NA,mg
189600,114,Kusel Lake,Waushara ,44.17085723,-89.164774,seepage,NA,NA,mg
189800,115,Lake Emily,Portage,44.46775129,-89.3278919,seepage,NA,NA,mg
189800,116,Emily Lake,Portage ,44.47030119,-89.33781888,seepage,NA,NA,mg
190100,117,Lime Lake,Portage ,44.4208064,-89.34511615,seepage,NA,NA,mg
190200,118,Napowan Lake,Waushara ,44.14761258,-89.1524778,seepage,NA,NA,mg
190500,120,Little Long Lake,Forest ,45.42502703,-88.77121879,seepage,NA,NA,mg
191100,122,Long Lake,Waushara ,44.21630946,-89.12494537,seepage,NA,NA,mg
191100,121,Long Lake,Waushara,44.2157222,-89.1207222,seepage,NA,NA,mg
191100,123,Long Lake (Saxeville),Waushara ,44.21630946,-89.12494537,seepage,NA,NA,mg
191400,124,Loon Lake,Langlade ,45.38862943,-89.09475412,seepage,NA,NA,mg
192500,125,Meyer Lake,Langlade ,45.05111105,-89.07465251,seepage,NA,NA,mg
193800,126,Mud Lake,Marathon ,44.91917671,-89.29106901,seepage,NA,NA,mg
194000,127,Mueller Lake,Langlade ,45.16313151,-88.98520107,seepage,NA,NA,mg
194800,128,Oak Lake,Forest,45.473297,-88.9398353,seepage,NA,NA,mg
195000,129,Old Taylor Lake,Waupaca ,44.34249237,-89.11280663,seepage,NA,NA,mg
195400,130,Pearl Lake,Waushara ,44.08860619,-89.11802775,seepage,NA,NA,mg
195900,131,Pickerel Lake,Portage,44.31608608,-89.3231721,seepage,NA,NA,mg
196100,132,Pine Lake (Springwater),Waushara ,44.23275643,-89.16245575,seepage,NA,NA,mg
197300,134,Round Lake,Waushara ,44.16246304,-89.16177896,seepage,NA,NA,mg
197300,135,Round Lake,Waushara ,44.16246304,-89.16177896,seepage,NA,NA,mg
197900,137,Sand Lake,Menominee,44.8891527,-88.5420484,seepage,NA,NA,mg
198100,138,Sawyer Lake,Langlade ,45.24754815,-88.75906139,seepage,NA,NA,mg
198800,139,Silver Lake,Waupaca ,44.4647946,-89.14072066,seepage,NA,NA,mg
199300,140,Stenson Lake,Marathon ,44.71184716,-89.27334007,seepage,NA,NA,mg
199700,141,Sunset Lake,Portage ,44.54471137,-89.27715966,seepage,NA,NA,mg
20,1,Lake Michigan,Brown ,44.58610379,-87.9817702,drainage,NA,NA,mg
200300,142,Thomas Lake,Portage ,44.47358131,-89.39027712,seepage,NA,NA,mg
200900,143,Little Twin Lake,Waushara ,44.22808726,-89.32045653,seepage,NA,NA,mg
2014700,591,Trout Bog,Vilas,46.040778,-89.685547,drainage,NA,NA,mg
2043700,594,Upper Twin Lake,Chippewa,45.0921848,-91.3087636,seepage,NA,NA,mg
2046500,595,Windfall Lake,Sawyer ,45.66413757,-91.21098991,seepage,NA,NA,mg
2046600,596,Windigo Lake,Sawyer ,45.93070594,-91.47164234,seepage,NA,NA,mg
2047300,597,Wyandock Lake,Vilas ,45.91715665,-89.83921998,seepage,NA,NA,mg
2079400,598,Lake Camelia Lake,Polk ,45.33442363,-92.17648949,seepage,NA,NA,mg
2079700,599,Lower Turtle Lake,Barron ,45.38869748,-92.07629707,drainage,NA,NA,mg
2079800,600,Upper Turtle Lake,Barron ,45.42263067,-92.09854302,drainage,NA,NA,mg
2081200,601,Beaver Dam Lake,Barron,45.5246766,-92.0162903,drainage,NA,NA,mg
2090900,602,Bass Lake,Rusk ,45.42584,-91.49356007,seepage,NA,NA,mg
2092500,604,Axehandle Lake,Chippewa ,45.27786892,-91.48312827,seepage,NA,NA,mg
2092500,603,Axhandle Lake,Chippewa,45.2807953,-91.4854391,seepage,NA,NA,mg
2092500,605,Axhandle Lake -- Access at E Side Of Lake Off 100th St,Chippewa ,45.27761,-91.479385,seepage,NA,NA,mg
2092900,606,Pine Lake,Chippewa,45.2872222,-91.4741667,drainage,NA,NA,mg
2092900,607,Pine Lake,Chippewa ,45.29243361,-91.45897797,drainage,NA,NA,mg
2098200,608,Lower Vermillion Lake,Barron ,45.51277754,-91.96125752,drainage,NA,NA,mg
2100100,609,Buck Lake,Barron ,45.56172841,-91.97055162,drainage,NA,NA,mg
2100300,610,Duck Lake,Barron ,45.55849424,-91.99253156,drainage,NA,NA,mg
2100800,611,Granite Lake,Barron ,45.57995809,-92.00685981,drainage,NA,NA,mg
2103200,612,Montanis Lake,Barron ,45.47705628,-91.7054305,drainage,NA,NA,mg
2104100,613,Stump Lake,Barron ,45.53832278,-91.73698497,drainage,NA,NA,mg
2104300,614,Tuscobia Lake,Barron ,45.55512028,-91.74456158,drainage,NA,NA,mg
2104500,615,Lake Desair,Barron ,45.5444836,-91.77849962,drainage,NA,NA,mg
2105800,617,Butternut Lake,Barron ,45.63053609,-91.90452683,drainage,NA,NA,mg
2107100,618,Little Mud Lake,Washburn ,45.71366219,-91.66673003,drainage,NA,NA,mg
2107500,619,Big Devils Lake,Washburn ,45.72964567,-91.73753255,drainage,NA,NA,mg
2107600,620,Little Devils Lake,Washburn ,45.74014451,-91.74940491,drainage,NA,NA,mg
2109300,621,Slim Lake,Washburn ,45.79773447,-91.55882944,drainage,NA,NA,mg
2113300,625,Chetac Lake,Sawyer ,45.71069503,-91.49758782,drainage,NA,NA,mg
2157900,627,Pike Lake,Chippewa ,45.07886813,-91.07874687,drainage,NA,NA,mg
2166100,628,Kathryn Lake,Taylor ,45.20332057,-90.62078886,drainage,NA,NA,mg
2169200,629,Round Lake,Chippewa ,45.25417447,-91.45089676,seepage,NA,NA,mg
2178400,630,Bob Lake,Chippewa ,45.16403368,-91.3207786,drainage,NA,NA,mg
2195400,631,Horseshoe Lake,Taylor ,45.2476611,-90.37273969,drainage,NA,NA,mg
2201400,632,Kettle Lake,Taylor ,45.33879067,-90.25571156,seepage,NA,NA,mg
2204100,633,South Harper Lake,Taylor ,45.36260435,-90.19377117,drainage,NA,NA,mg
2206300,634,Timms Lake,Price ,45.45394194,-90.19351715,seepage,NA,NA,mg
2210900,635,Worcester Lake,Price ,45.5879122,-90.31122079,drainage,NA,NA,mg
2234600,636,Price Lake,Price ,45.76450734,-90.66046888,drainage,NA,NA,mg
2235300,637,Upper Price Lake,Price ,45.80215874,-90.62986932,drainage,NA,NA,mg
2237500,638,Crane and Chase Lake,Price ,45.74068105,-90.50592336,drainage,NA,NA,mg
2238100,639,Grassy Lake,Price ,45.70041679,-90.50383781,drainage,NA,NA,mg
2239100,640,Deer Lake,Price ,45.72234288,-90.4105643,drainage,NA,NA,mg
2239400,641,Wilson Lake,Price ,45.66979111,-90.45651879,drainage,NA,NA,mg
2244200,642,Big Dardis Lake,Price ,45.7362711,-90.33418256,drainage,NA,NA,mg
2264200,643,Twin Lake,Price ,45.95620325,-90.07377203,seepage,NA,NA,mg
2265100,644,Bearskull Lake,Iron ,46.00506857,-90.06778794,drainage,NA,NA,mg
2266800,645,Muskie Lake,Iron ,46.02141881,-90.10682483,drainage,NA,NA,mg
2267100,646,Springstead Lake,Iron ,46.01738651,-90.13032271,drainage,NA,NA,mg
2269600,647,Emily Lake,Vilas ,45.96695411,-90.01047201,drainage,NA,NA,mg
2272700,648,Stone Lake,Oneida ,45.830128,-89.97311512,drainage,NA,NA,mg
2275100,649,Connors Lake,Sawyer,45.7577392,-90.7307104,drainage,NA,NA,mg
2277200,650,Mason Lake,Sawyer ,45.81611466,-90.70084027,drainage,NA,NA,mg
2282000,651,Long Lake,Price ,45.81594884,-90.66465727,drainage,NA,NA,mg
2282200,652,Bass Lake,Price ,45.81644888,-90.6544248,seepage,NA,NA,mg
2283300,653,Butternut Lake,Price,45.9816207,-90.5176676,drainage,NA,NA,mg
2283800,654,Mud Lake,Price ,45.9438605,-90.52078967,drainage,NA,NA,mg
2284000,655,Schnur Lake,Price ,45.97188664,-90.50829983,drainage,NA,NA,mg
2286900,656,Le Toumeau Lake,Price ,45.82020209,-90.62730821,drainage,NA,NA,mg
2295200,657,Trude Lake,Iron ,46.11432719,-90.15477155,drainage,NA,NA,mg
2296500,658,McDermott Lake,Iron ,46.00300245,-90.16082404,seepage,NA,NA,mg
2297000,659,Wilson Lake,Iron ,46.11727635,-90.11538763,drainage,NA,NA,mg
2297800,660,Boot Lake,Iron ,46.03912322,-90.14093,seepage,NA,NA,mg
2299300,661,Moose Lake,Iron ,46.23184802,-90.22204883,drainage,NA,NA,mg
