WBIC,dnr_field,dnr_lab,edi,usgs_lab,final_value,datasource,unit
2313100,NA,NA,110,NA,110,edi,us/cm
2313600,145,186.75,133,208,186.75,dnr_lab,us/cm
2314100,115,124,127,NA,124,dnr_lab,us/cm
2314300,NA,NA,126,NA,126,edi,us/cm
2316100,32,34,53,NA,34,dnr_lab,us/cm
2316600,NA,53.33333333,69,NA,53.33333333,dnr_lab,us/cm
2317900,NA,NA,13,NA,13,edi,us/cm
2321600,NA,NA,43,50.5,43,edi,us/cm
2321800,18.4,29.33333333,16,22.5,29.33333333,dnr_lab,us/cm
2322800,NA,89,61,66.89,89,dnr_lab,us/cm
2323000,NA,92,75,76.25,92,dnr_lab,us/cm
2327100,NA,NA,81,NA,81,edi,us/cm
2327500,92,110,83,NA,110,dnr_lab,us/cm
2328700,122,117.6666667,102,NA,117.6666667,dnr_lab,us/cm
2330800,116.5,116,87,NA,116,dnr_lab,us/cm
2331600,NA,130,63,NA,130,dnr_lab,us/cm
2332400,99.8,82.7,87,93,82.7,dnr_lab,us/cm
2334300,88,96.525,77,NA,96.525,dnr_lab,us/cm
2335500,111,117,108,NA,117,dnr_lab,us/cm
2336800,NA,160,130,NA,160,dnr_lab,us/cm
2338800,NA,37.52941176,39,NA,37.52941176,dnr_lab,us/cm
2339100,NA,89,74,NA,89,dnr_lab,us/cm
2340000,NA,NA,30,NA,30,edi,us/cm
2340100,NA,NA,16,NA,16,edi,us/cm
2344000,124.3,125,160,NA,125,dnr_lab,us/cm
2349600,NA,145.5,NA,NA,145.5,dnr_lab,us/cm
2353600,105.38,125.9230769,86,NA,125.9230769,dnr_lab,us/cm
2356200,NA,NA,66,NA,66,edi,us/cm
2368500,NA,NA,27,NA,27,edi,us/cm
2368700,22,23,29,NA,23,dnr_lab,us/cm
2381900,123,129,229,NA,129,dnr_lab,us/cm
2387600,123.6107143,NA,100,NA,123.6107143,dnr_field,us/cm
2390800,105.1720732,107.8043478,102,NA,107.8043478,dnr_lab,us/cm
2391200,134.7241956,118.25,110,NA,118.25,dnr_lab,us/cm
2393500,100.1428571,66.75,72,68.83,66.75,dnr_lab,us/cm
2393700,NA,NA,24,NA,24,edi,us/cm
2394100,NA,NA,27,NA,27,edi,us/cm
2403200,NA,109,78,NA,109,dnr_lab,us/cm
2406500,84.5,NA,72,NA,84.5,dnr_field,us/cm
2410400,30,30,28,NA,30,dnr_lab,us/cm
2417000,72,68.66666667,70,NA,68.66666667,dnr_lab,us/cm
2418600,95,85.8,76,NA,85.8,dnr_lab,us/cm
2430800,NA,NA,42,NA,42,edi,us/cm
2433800,NA,NA,67,NA,67,edi,us/cm
2435800,60.45,68,NA,NA,68,dnr_lab,us/cm
2448000,61.9452229,NA,47,NA,61.9452229,dnr_field,us/cm
2448700,44.13235294,44,32,NA,44,dnr_lab,us/cm
2449400,35,38.16666667,43,NA,38.16666667,dnr_lab,us/cm
2449800,NA,34.5,25,NA,34.5,dnr_lab,us/cm
2450500,263.7038653,268.9736842,267,NA,268.9736842,dnr_lab,us/cm
2450900,NA,NA,25,NA,25,edi,us/cm
2451200,NA,NA,42,NA,42,edi,us/cm
2451300,107,113,96,NA,113,dnr_lab,us/cm
2451700,NA,NA,21,NA,21,edi,us/cm
2451900,NA,49.8,51,NA,49.8,dnr_lab,us/cm
2452300,30,NA,33,NA,30,dnr_field,us/cm
2452400,NA,NA,18,NA,18,edi,us/cm
2452600,14,NA,20,NA,14,dnr_field,us/cm
2453300,74,NA,147,NA,74,dnr_field,us/cm
2453500,NA,57.5,69,NA,57.5,dnr_lab,us/cm
2454000,NA,NA,63,NA,63,edi,us/cm
2454500,NA,NA,22,NA,22,edi,us/cm
2456100,64.4,NA,57,NA,64.4,dnr_field,us/cm
2457600,NA,NA,38,NA,38,edi,us/cm
2458300,NA,25.5,21,NA,25.5,dnr_lab,us/cm
2459100,90,48.2,41,NA,48.2,dnr_lab,us/cm
2459200,NA,NA,43,NA,43,edi,us/cm
2459700,NA,NA,46,NA,46,edi,us/cm
2459800,NA,50,59,NA,50,dnr_lab,us/cm
2460700,NA,63,68,NA,63,dnr_lab,us/cm
2460900,28,NA,44,NA,28,dnr_field,us/cm
2461100,NA,NA,80,NA,80,edi,us/cm
2461400,NA,NA,31,NA,31,edi,us/cm
2461700,NA,NA,84,NA,84,edi,us/cm
2462200,NA,NA,65,53.31,65,edi,us/cm
2462400,NA,NA,23,NA,23,edi,us/cm
2463100,NA,NA,33,NA,33,edi,us/cm
2463300,NA,NA,56,NA,56,edi,us/cm
2463500,NA,NA,64,NA,64,edi,us/cm
2464500,NA,89,74,NA,89,dnr_lab,us/cm
2465200,NA,NA,55,NA,55,edi,us/cm
2465300,NA,NA,21,NA,21,edi,us/cm
2465600,NA,NA,113,NA,113,edi,us/cm
2465700,50,NA,53,NA,50,dnr_field,us/cm
2466300,NA,46,48,NA,46,dnr_lab,us/cm
2466400,NA,34,14,NA,34,dnr_lab,us/cm
2466500,NA,NA,27,NA,27,edi,us/cm
2467200,NA,NA,27,NA,27,edi,us/cm
2467900,NA,44.5,30,NA,44.5,dnr_lab,us/cm
2468700,NA,52,32,NA,52,dnr_lab,us/cm
2468800,NA,NA,102,NA,102,edi,us/cm
2469400,NA,NA,103,NA,103,edi,us/cm
2469800,NA,NA,31,NA,31,edi,us/cm
2470000,NA,NA,46,NA,46,edi,us/cm
2470600,NA,NA,104,NA,104,edi,us/cm
2470800,NA,52,51,NA,52,dnr_lab,us/cm
2470900,NA,NA,26,NA,26,edi,us/cm
2471100,NA,NA,28,NA,28,edi,us/cm
2471600,NA,34.5,34,NA,34.5,dnr_lab,us/cm
2472000,NA,NA,40,NA,40,edi,us/cm
2473500,13,13,15,NA,13,dnr_lab,us/cm
2473600,NA,23,33,NA,23,dnr_lab,us/cm
2473800,NA,NA,20,NA,20,edi,us/cm
2474300,NA,61,52,NA,61,dnr_lab,us/cm
2474400,NA,76.5,129,NA,76.5,dnr_lab,us/cm
2474800,NA,NA,31,NA,31,edi,us/cm
2476000,NA,NA,90,NA,90,edi,us/cm
2477000,NA,22,21,NA,22,dnr_lab,us/cm
2477700,NA,NA,45,NA,45,edi,us/cm
2478200,190.0666667,187.2,162,NA,187.2,dnr_lab,us/cm
2478600,NA,NA,30,NA,30,edi,us/cm
2479000,NA,NA,79,NA,79,edi,us/cm
2480600,NA,NA,39,NA,39,edi,us/cm
2481600,NA,NA,41,NA,41,edi,us/cm
2482900,NA,NA,102,NA,102,edi,us/cm
2483100,NA,NA,58,NA,58,edi,us/cm
2483600,NA,NA,38,NA,38,edi,us/cm
2484200,NA,NA,57,NA,57,edi,us/cm
2485400,NA,NA,24,NA,24,edi,us/cm
2485900,64,62,44,NA,62,dnr_lab,us/cm
2486100,NA,70,81,NA,70,dnr_lab,us/cm
2486300,NA,NA,29,NA,29,edi,us/cm
2486600,NA,NA,24,NA,24,edi,us/cm
2488100,24,50.5,22,NA,50.5,dnr_lab,us/cm
2488200,NA,NA,99,NA,99,edi,us/cm
2488300,112,131.4285714,180,NA,131.4285714,dnr_lab,us/cm
2488600,NA,20,30,NA,20,dnr_lab,us/cm
2489200,58,54,49,NA,54,dnr_lab,us/cm
2489300,NA,NA,30,NA,30,edi,us/cm
2489400,121.3,121.8,113,NA,121.8,dnr_lab,us/cm
2489900,NA,NA,114,NA,114,edi,us/cm
2490400,64,59,51,NA,59,dnr_lab,us/cm
2491000,112,NA,117,NA,112,dnr_field,us/cm
2491100,NA,61.5,27,NA,61.5,dnr_lab,us/cm
2491300,NA,NA,16,NA,16,edi,us/cm
2492100,95,NA,77,NA,95,dnr_field,us/cm
2492600,44,62,37,NA,62,dnr_lab,us/cm
2492900,15,26,20,NA,26,dnr_lab,us/cm
2493100,NA,NA,55,NA,55,edi,us/cm
2493900,NA,NA,25,23.57,25,edi,us/cm
2494500,46,48,49,NA,48,dnr_lab,us/cm
2494900,NA,NA,75,NA,75,edi,us/cm
2495000,165,146,NA,NA,146,dnr_lab,us/cm
2495600,NA,56,42,NA,56,dnr_lab,us/cm
2495900,NA,NA,43,NA,43,edi,us/cm
2496100,NA,NA,27,NA,27,edi,us/cm
2496300,60.5509434,45.38461538,24,NA,45.38461538,dnr_lab,us/cm
2496800,NA,NA,32,NA,32,edi,us/cm
2496900,54.2,NA,43,NA,54.2,dnr_field,us/cm
2497000,NA,10,18,NA,10,dnr_lab,us/cm
2497100,NA,NA,59,NA,59,edi,us/cm
2497400,NA,61,38,NA,61,dnr_lab,us/cm
2498300,NA,NA,39,NA,39,edi,us/cm
2498600,94.1,NA,63,NA,94.1,dnr_field,us/cm
2498800,NA,NA,67,NA,67,edi,us/cm
2498900,NA,NA,67,NA,67,edi,us/cm
2499000,110.8571429,99.89090909,82,NA,99.89090909,dnr_lab,us/cm
2500100,NA,NA,35,NA,35,edi,us/cm
2500500,38,54,59,NA,54,dnr_lab,us/cm
2501300,NA,25,24,NA,25,dnr_lab,us/cm
2501700,62.225,59,72,NA,59,dnr_lab,us/cm
2503500,16,NA,26,NA,16,dnr_field,us/cm
2597700,NA,NA,NA,NA,NA,NA,us/cm
2598300,NA,NA,14,NA,14,edi,us/cm
2598500,23.7,29,NA,NA,29,dnr_lab,us/cm
2598600,NA,NA,33,NA,33,edi,us/cm
2599000,NA,NA,27,NA,27,edi,us/cm
2599400,42,52.43,74,NA,52.43,dnr_lab,us/cm
2600500,NA,NA,34,NA,34,edi,us/cm
2600600,NA,NA,44,NA,44,edi,us/cm
2601000,NA,NA,32,NA,32,edi,us/cm
2616200,NA,156,177,NA,156,dnr_lab,us/cm
2616400,272,213.3333333,226,219,213.3333333,dnr_lab,us/cm
2620600,180.4285714,160.6111111,NA,184.5,160.6111111,dnr_lab,us/cm
2621600,204.1,NA,372,NA,204.1,dnr_field,us/cm
2623500,NA,NA,162,NA,162,edi,us/cm
2623800,156,131,279,NA,131,dnr_lab,us/cm
2623900,234.2,NA,263,NA,234.2,dnr_field,us/cm
2624000,238,232,271,NA,232,dnr_lab,us/cm
2624900,NA,NA,153,NA,153,edi,us/cm
2627400,176,196,NA,189.75,196,dnr_lab,us/cm
2628100,174,195.3,NA,NA,195.3,dnr_lab,us/cm
2628800,148,NA,175,NA,148,dnr_field,us/cm
2630100,57,NA,68,NA,57,dnr_field,us/cm
2630200,NA,NA,44,NA,44,edi,us/cm
2630800,NA,46,35,NA,46,dnr_lab,us/cm
2631200,NA,NA,47,NA,47,edi,us/cm
2632100,NA,NA,42,NA,42,edi,us/cm
2638700,NA,231,203,NA,231,dnr_lab,us/cm
2640100,NA,237.6666667,224,NA,237.6666667,dnr_lab,us/cm
2640700,139,NA,183,NA,139,dnr_field,us/cm
2641500,NA,NA,173,NA,173,edi,us/cm
2642000,71.11052632,NA,NA,NA,71.11052632,dnr_field,us/cm
2642900,NA,NA,NA,NA,NA,NA,us/cm
2649800,190.5,224.7647059,221,NA,224.7647059,dnr_lab,us/cm
2655900,NA,NA,20,NA,20,edi,us/cm
2656200,NA,NA,189,201.33,189,edi,us/cm
2656400,NA,NA,152,NA,152,edi,us/cm
2657200,NA,NA,127,NA,127,edi,us/cm
2658400,NA,NA,161,NA,161,edi,us/cm
2661600,NA,31,26,NA,31,dnr_lab,us/cm
2662400,237.5714286,192,162,192.5,192,dnr_lab,us/cm
2664500,NA,53,34,NA,53,dnr_lab,us/cm
2664900,NA,NA,140,NA,140,edi,us/cm
2665900,NA,101,NA,NA,101,dnr_lab,us/cm
2667300,195.5,141,256,NA,141,dnr_lab,us/cm
2668500,NA,NA,24,NA,24,edi,us/cm
2669300,NA,NA,54,NA,54,edi,us/cm
2671400,NA,121,85,NA,121,dnr_lab,us/cm
2671700,NA,NA,88,NA,88,edi,us/cm
2671900,150.25,134,103,134,134,dnr_lab,us/cm
2672500,NA,122.6666667,98,NA,122.6666667,dnr_lab,us/cm
2673800,NA,NA,92,NA,92,edi,us/cm
2674000,NA,113,71,NA,113,dnr_lab,us/cm
2674200,NA,94,88,NA,94,dnr_lab,us/cm
2674800,NA,NA,179,NA,179,edi,us/cm
2675000,NA,NA,26,NA,26,edi,us/cm
2675200,NA,NA,179,NA,179,edi,us/cm
2675700,NA,NA,122,NA,122,edi,us/cm
2676800,NA,108.25,97,88.5,108.25,dnr_lab,us/cm
2677200,NA,NA,31,NA,31,edi,us/cm
2677700,NA,203,136,135.33,203,dnr_lab,us/cm
2677900,NA,NA,108,181.33,108,edi,us/cm
2678100,NA,163,141,NA,163,dnr_lab,us/cm
2678300,NA,NA,141,NA,141,edi,us/cm
2685200,NA,174,NA,174,174,dnr_lab,us/cm
2688800,NA,111,92,NA,111,dnr_lab,us/cm
2691200,NA,NA,83,NA,83,edi,us/cm
2691500,NA,57.8,69,NA,57.8,dnr_lab,us/cm
2692200,NA,NA,119,NA,119,edi,us/cm
2693100,NA,NA,68,NA,68,edi,us/cm
2693700,55,NA,62,NA,55,dnr_field,us/cm
2694000,39,44.36363636,52,41.67,44.36363636,dnr_lab,us/cm
2695800,93,NA,81,NA,93,dnr_field,us/cm
2696000,NA,NA,128,NA,128,edi,us/cm
2700200,NA,NA,37,NA,37,edi,us/cm
2705000,NA,NA,37,NA,37,edi,us/cm
2705700,NA,91,67,NA,91,dnr_lab,us/cm
2706300,NA,141.5,125,141.5,141.5,dnr_lab,us/cm
2706500,NA,153,135,153,153,dnr_lab,us/cm
2706800,220.75,167.0789474,142,NA,167.0789474,dnr_lab,us/cm
2707300,NA,NA,135,NA,135,edi,us/cm
2709100,115,NA,87,NA,115,dnr_field,us/cm
2709400,NA,56.81818182,77,NA,56.81818182,dnr_lab,us/cm
2709800,118,NA,92,NA,118,dnr_field,us/cm
2710100,NA,NA,102,NA,102,edi,us/cm
2710300,NA,93,75,NA,93,dnr_lab,us/cm
2710800,112,NA,91,NA,112,dnr_field,us/cm
2712800,145,NA,136,NA,145,dnr_field,us/cm
2714200,NA,NA,29,NA,29,edi,us/cm
2714500,196,NA,176,NA,196,dnr_field,us/cm
2715900,165,NA,155,NA,165,dnr_field,us/cm
2718500,143,137,139,NA,137,dnr_lab,us/cm
2720800,NA,NA,130,NA,130,edi,us/cm
2722000,NA,NA,30,NA,30,edi,us/cm
2722800,124,NA,101,NA,124,dnr_field,us/cm
2724900,168.5797101,141,116,NA,141,dnr_lab,us/cm
2729700,110,147.75,114,NA,147.75,dnr_lab,us/cm
2730800,13,NA,24,NA,13,dnr_field,us/cm
2731800,NA,42,26,NA,42,dnr_lab,us/cm
2732600,108,127,95,106.5,127,dnr_lab,us/cm
2734000,29.75,32.58333333,37,34,32.58333333,dnr_lab,us/cm
2734100,13,NA,23,NA,13,dnr_field,us/cm
2734200,NA,68,62,68,68,dnr_lab,us/cm
2734500,NA,NA,63,NA,63,edi,us/cm
2734700,NA,NA,24,NA,24,edi,us/cm
2735500,NA,92.66666667,NA,91,92.66666667,dnr_lab,us/cm
2741700,NA,NA,106,NA,106,edi,us/cm
2742500,NA,NA,113,NA,113,edi,us/cm
2742700,184.159375,145.1590909,153,NA,145.1590909,dnr_lab,us/cm
2743200,NA,NA,90,NA,90,edi,us/cm
2743300,114,NA,98,NA,114,dnr_field,us/cm
2743700,NA,NA,150,NA,150,edi,us/cm
2744500,NA,40,26,NA,40,dnr_lab,us/cm
2744700,NA,147.5,110,NA,147.5,dnr_lab,us/cm
2747300,107,90.76470588,73,NA,90.76470588,dnr_lab,us/cm
2753900,NA,NA,54,NA,54,edi,us/cm
2755600,NA,NA,22,NA,22,edi,us/cm
2759100,NA,NA,14,NA,14,edi,us/cm
2760100,NA,NA,79,NA,79,edi,us/cm
2761000,11,12,23,NA,12,dnr_lab,us/cm
2761400,NA,34,34,NA,34,dnr_lab,us/cm
2761900,NA,NA,18,NA,18,edi,us/cm
2762200,71,77.83333333,69,NA,77.83333333,dnr_lab,us/cm
2762700,84.54545455,87,74,99,87,dnr_lab,us/cm
2763300,NA,NA,23,NA,23,edi,us/cm
2766200,NA,29,18,NA,29,dnr_lab,us/cm
2767100,NA,NA,81,NA,81,edi,us/cm
2767300,NA,68.5,38,NA,68.5,dnr_lab,us/cm
2767600,NA,23.5,12,NA,23.5,dnr_lab,us/cm
2768900,NA,67.3,64,NA,67.3,dnr_lab,us/cm
2769700,NA,30.5,17,NA,30.5,dnr_lab,us/cm
2770800,NA,NA,21,NA,21,edi,us/cm
2771200,NA,NA,20,NA,20,edi,us/cm
2772800,NA,NA,82,NA,82,edi,us/cm
2832400,NA,NA,44,NA,44,edi,us/cm
2858100,80.58153846,65.85510204,56,NA,65.85510204,dnr_lab,us/cm
2858300,56.71428571,60.16666667,56,NA,60.16666667,dnr_lab,us/cm
2865000,97.88888889,93.17647059,117,94,93.17647059,dnr_lab,us/cm
2866000,NA,NA,50,NA,50,edi,us/cm
2866200,63,88.42105263,78,NA,88.42105263,dnr_lab,us/cm
2867300,NA,NA,55,NA,55,edi,us/cm
2874700,NA,NA,77,NA,77,edi,us/cm
2896600,NA,NA,78,NA,78,edi,us/cm
2898400,81,94.5,83,NA,94.5,dnr_lab,us/cm
2901100,NA,NA,21,NA,21,edi,us/cm
2903200,125.9333333,133.75,122,NA,133.75,dnr_lab,us/cm
2903400,NA,123.5,98,NA,123.5,dnr_lab,us/cm
2903600,NA,NA,117,NA,117,edi,us/cm
2904000,NA,NA,61,NA,61,edi,us/cm
2908500,NA,NA,48,NA,48,edi,us/cm
2909000,97,NA,50,NA,97,dnr_field,us/cm
2914800,NA,75.5,70,NA,75.5,dnr_lab,us/cm
2918600,NA,NA,67,NA,67,edi,us/cm
2928400,NA,NA,51,NA,51,edi,us/cm
2934800,50,NA,56,NA,50,dnr_field,us/cm
2935600,45,NA,79,NA,45,dnr_field,us/cm
2945500,40,NA,53,NA,40,dnr_field,us/cm
2949200,NA,93.5,76,NA,93.5,dnr_lab,us/cm
2952100,NA,NA,114,NA,114,edi,us/cm
2952500,NA,NA,NA,NA,NA,NA,us/cm
2953100,NA,87,55,NA,87,dnr_lab,us/cm
2953800,27.59,51.33333333,27,NA,51.33333333,dnr_lab,us/cm
2954500,26,NA,25,NA,26,dnr_field,us/cm
2954800,NA,35,43,NA,35,dnr_lab,us/cm
2956500,NA,130.5,127,NA,130.5,dnr_lab,us/cm
2958500,84,87.95,86,NA,87.95,dnr_lab,us/cm
2960000,NA,134,122,NA,134,dnr_lab,us/cm
2960200,NA,100.5,118,NA,100.5,dnr_lab,us/cm
2960300,NA,88,94,NA,88,dnr_lab,us/cm
2960600,NA,102,71,NA,102,dnr_lab,us/cm
2962900,100,96.11111111,115,NA,96.11111111,dnr_lab,us/cm
2963800,NA,96.5,127,NA,96.5,dnr_lab,us/cm
2969300,NA,NA,NA,NA,NA,NA,us/cm
1596300,76.83333333,76.39285714,66,77.72,76.39285714,dnr_lab,us/cm
5035724,NA,NA,NA,NA,NA,NA,us/cm
5039050,NA,NA,NA,NA,NA,NA,us/cm
5519266,NA,NA,NA,NA,NA,NA,us/cm
5570032,NA,NA,NA,NA,NA,NA,us/cm
5575273,NA,NA,NA,NA,NA,NA,us/cm
2953200,NA,68,46,NA,68,dnr_lab,us/cm
2311100,NA,88.85,81,NA,88.85,dnr_lab,us/cm
2757900,NA,NA,19,NA,19,edi,us/cm
2953500,NA,42.6,51,NA,42.6,dnr_lab,us/cm
585400,NA,31,16,NA,31,dnr_lab,us/cm
2328400,NA,51.14,41,NA,51.14,dnr_lab,us/cm
2956800,NA,78,130,NA,78,dnr_lab,us/cm
586800,NA,NA,17,NA,17,edi,us/cm
2957000,NA,21.5,19,NA,21.5,dnr_lab,us/cm
2308000,NA,NA,89,NA,89,edi,us/cm
2310800,NA,82.1,65,NA,82.1,dnr_lab,us/cm
2954700,NA,33,16,NA,33,dnr_lab,us/cm
1018300,32.5,NA,31,NA,32.5,dnr_field,us/cm
1883700,NA,56.5,17,NA,56.5,dnr_lab,us/cm
2897300,NA,33,31,NA,33,dnr_lab,us/cm
